site_id,location_id,brand,name,state,city,truck_parking_spaces,prior_disposition,bucket,db_id,evidence,reason
0220,6220,TA,TA Porter,IN,Porter,212,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0221,6221,TA,TA Candler,NC,Candler,106,manual-review-merge,safe-enrichment,91b8ddaa-6012-4ab7-839a-ded888eb912d,site_id->prior-review-exact-production-id+row-name-cites-site-number+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0224,6224,TA,TA Prescott,AR,Prescott,292,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0225,6225,TA,TA Tonopah,AZ,Tonopah,407,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0226,6226,TA,TA Willcox,AZ,Willcox,229,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0227,6227,TA,TA Barstow,CA,Barstow,303,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0228,6228,TA,TA Limon,CO,Limon,104,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0229,6229,TA,TA Moriarty,NM,Moriarty,245,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0230,6230,TA,TA Big Spring,TX,Big Spring,108,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0231,6231,TA,TA Ganado,TX,Ganado,104,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0232,6232,TA,TA New Braunfels,TX,New Braunfels,220,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0233,6233,TA,TA Terrell,TX,Terrell,300,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0234,6234,TA,TA Rawlins,WY,Rawlins,188,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0235,5085,TA,TA Edinburg,TX,Edinburg,105,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0236,6236,TA,TA Morris,IL,Morris,292,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0237,6237,TA,TA Greenwood,LA,Greenwood,177,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0238,6238,Petro,Petro Columbia,SC,Columbia,134,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0239,6239,TA,TA Wheeler Ridge,CA,Arvin,306,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0241,6241,TA,TA DeMotte,IN,DeMotte,133,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0242,6242,TA,TA Battle Creek,MI,Battle Creek,157,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0245,6245,TA,TA Denmark,TN,Denmark,92,manual-review-merge,safe-enrichment,09974385-8c93-4bb5-be59-13552b53e2b3,site_id->prior-review-exact-production-id+row-name-cites-site-number+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0246,6246,TA,TA Holbrook,AZ,Holbrook,75,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0247,6247,TA,TA Baldwin,FL,Baldwin,90,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0248,6248,TA,TA Jacksonville South,FL,Jacksonville,87,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0249,6249,TA,TA Lake Park,GA,Lake Park,75,manual-review-merge,exact-match,93653e22-f954-4d6b-acd8-9f547ce4b947,site_id->prior-review-exact-production-id+row-name-cites-site-number+street-number-agrees+coordinate_6m,existing row already carries everything the master states
0251,6251,TA,TA Mocksville,NC,Mocksville,130,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0252,6252,TA,TA Beto Junction,KS,Lebo,226,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0253,6253,TA,TA West Greenwich,RI,West Greenwich,180,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0254,6254,TA,TA Brooklyn,IA,Brooklyn,70,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0255,6255,TA,TA Caryville,TN,Pioneer,80,existing-match,exact-match,25bbe285-2b82-4ad4-a1fb-5dd82073d31f,site_id->prior-review-exact-production-id+street-number-agrees,existing row already carries everything the master states
0257,6257,TA,TA Clayton,IN,Clayton,100,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0258,6258,TA,TA Brunswick,GA,Brunswick,107,manual-review-merge,safe-enrichment,28c41568-118b-4e1f-aee1-469f8a634af9,site_id->prior-review-exact-production-id+street-number-agrees+coordinate_82m,existing row is missing parking_spaces; blank-only fill prepared from the official master
0259,6259,TA Express,TA Express Alexander,ND,Alexander,55,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0261,6261,TA,TA Laurel,MT,Laurel,80,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0266,6266,TA,TA Denton,TX,Denton,138,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0268,6268,TA,TA Atlanta South,GA,Jackson,108,keep-separate,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0269,6269,TA,TA Knoxville West,TN,Knoxville,176,existing-match,safe-enrichment,cd4783d1-b67c-4c09-b056-6a72f5606229,site_id->prior-review-exact-production-id+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0270,6270,TA,TA Bernardo,TX,Sealy,43,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0272,1750,TA Express,TA Express Steele,ND,Steele,70,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0273,6273,TA Express,TA Express Hot Springs,SD,Hot Springs,75,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0274,6274,TA Express,TA Express Summit,SD,Summit,70,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0275,6275,TA Express,TA Express Vermillion,SD,Burbank,105,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0276,6276,TA,TA Huntington,OR,Huntington,140,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0277,6277,TA Express,TA Express Baytown South,TX,Baytown,29,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0279,6279,TA Express,TA Express Biggs Junction,OR,Wasco,35,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0281,6281,TA Express,TA Express Kilgore,TX,Kilgore,63,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0282,6282,TA Express,TA Express Almeda,TX,Almeda,50,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0283,6283,TA Express,TA Express West Point,GA,West Point,26,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0284,6284,TA Express,TA Express Edgerton,KS,Edgerton,90,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0286,6286,TA Express,TA Express Mount Vernon,TX,Mount Vernon,110,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0287,6287,TA Express,TA Express Cookeville,TN,Cookeville,59,existing-match,safe-enrichment,68afff98-8a4c-42be-b099-e87e50b08a38,site_id->prior-review-exact-production-id+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0288,6288,TA,TA Lake City,FL,Lake City,250,manual-review-merge,safe-enrichment,687996be-4fd9-4464-a9b3-3df5b2c7f505,site_id->prior-review-exact-production-id+row-name-cites-site-number+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0289,6289,TA Express,TA Express Nacogdoches,TX,Nacogdoches,95,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0290,6290,TA Express,TA Express Fairfield,TX,Fairfield,102,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0292,6292,TA Express,TA Express White Hills,AZ,White Hills,67,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0293,6293,TA Express,TA Express Carthage,TX,Carthage,76,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0301,6301,Petro,Petro El Paso,TX,El Paso,290,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0302,6302,Petro,Petro Weatherford,TX,Weatherford,275,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0303,6303,Petro,Petro Laramie,WY,Laramie,236,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0304,6304,Petro,Petro Beaumont,TX,Beaumont,275,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0305,6305,Petro,Petro San Antonio,TX,San Antonio,250,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0306,6306,Petro,Petro Eloy,AZ,Casa Grande,175,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0307,6307,Petro,Petro Amarillo,TX,Amarillo,280,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0308,6308,Petro,Petro Shreveport,LA,Shreveport,218,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0309,6309,Petro,Petro Corning,CA,Corning,120,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0310,6310,Petro,Petro Hammond,LA,Hammond,200,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0311,6311,Petro,Petro W. Memphis,AR,West Memphis,280,manual-review-merge,safe-enrichment,20ea502e-9d1f-43e3-b369-520d35c38c5f,site_id->prior-review-exact-production-id+row-name-cites-site-number+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0312,6312,Petro,Petro Knoxville,TN,Knoxville,250,existing-match,safe-enrichment,5e829807-6932-4f13-b44f-e5dea115f755,site_id->prior-review-exact-production-id+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0313,6313,Petro,Petro Milan,NM,Milan,200,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0314,6314,Petro,Petro Bordentown,NJ,Bordentown,490,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0315,6315,Petro,Petro Kingman,AZ,Kingman,280,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0316,6316,Petro,Petro Oklahoma City,OK,Oklahoma City,280,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0317,6317,Petro,Petro Perrysburg,OH,Perrysburg,375,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0318,6318,Petro,Petro Kingdom City,MO,Kingdom City,235,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0319,6319,Petro,Petro Bucksville,AL,McCalla,255,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0320,6320,Petro,Petro Girard,OH,Girard,323,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0321,6321,Petro,Petro Effingham,IL,Effingham,212,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0322,6322,Petro,Petro Atlanta,GA,Atlanta,411,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0323,6323,Petro,Petro Ocala,FL,Reddick,270,manual-review-merge,safe-enrichment,904bda8d-b42d-49ce-88d2-5b2fd4ca4191,site_id->prior-review-exact-production-id+row-name-cites-site-number+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0324,6324,Petro,Petro Phoenix,OR,Phoenix,87,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0325,6325,Petro,Petro North Baltimore,OH,North Baltimore,250,manual-review-merge,safe-enrichment,bb4d283f-1f08-4acd-a062-850f5bc309c6,site_id->prior-review-exact-production-id+row-name-cites-site-number+address-identical,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0326,6326,Petro,Petro N. Little Rock,AR,North Little Rock,250,manual-review-merge,safe-enrichment,03c39975-0f38-4f41-97e7-d50d95b9edf0,site_id->prior-review-exact-production-id+row-name-cites-site-number+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0327,6327,Petro,Petro Wheeler Ridge,CA,Lebec,415,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0329,6329,Petro,Petro Mebane,NC,Mebane,285,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0330,6330,Petro,Petro Glendale,KY,Glendale,263,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0331,6331,Petro,Petro North Las Vegas,NV,North Las Vegas,207,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0333,6333,TA,TA Hillsboro,TX,Hillsboro,201,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0336,6336,Petro,Petro Carlisle,PA,Carlisle,380,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0338,6338,Petro,Petro Sparks,NV,Sparks,400,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0339,6339,Petro,Petro Spokane,WA,Spokane,200,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0344,6344,Petro,Petro Kingsland,GA,Kingsland,136,manual-review-merge,safe-enrichment,36d48fe4-d2ce-4d99-987a-9e8341644b7a,site_id->prior-review-exact-production-id+row-name-cites-site-number+street-number-agrees+coordinate_148m,existing row is missing parking_spaces; blank-only fill prepared from the official master
0346,6346,Petro,Petro Santa Nella,CA,Santa Nella,124,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0347,6347,TA,TA Truck Service Franklin,KY,Franklin,0,net-new,zero-parking,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,in the directory as a truck stop; ZERO stated spaces — never counted as truck-parking coverage
0349,6349,Petro,Petro Kingston Springs,TN,Kingston Springs,68,manual-review-merge,safe-enrichment,8018aa5b-c428-465d-9809-fde4e03cd4a2,site_id->prior-review-exact-production-id+row-name-cites-site-number+street-number-agrees,"existing row is missing lat, lng, parking_spaces; blank-only fill prepared from the official master"
0350,6350,TA Express,TA Express Vinton,TX,Canutillo,65,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0352,6352,Petro,Petro Gadsden,AL,Gadsden,162,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0354,6354,Petro,Petro Joplin,MO,Joplin,465,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0357,6357,Petro,Petro New Paris,OH,New Paris,197,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0359,6359,Petro,Petro Rochelle,IL,Rochelle,350,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0361,6361,Petro,Petro Fargo,ND,Fargo,209,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0362,6362,Petro,Petro York,NE,York,250,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0367,6367,Petro,Petro Monee,IL,Monee,90,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0369,6369,Petro,Petro Gary,IN,Gary,405,manual-review-merge,safe-enrichment,8578017a-7ea0-4c38-a6ed-abf7b5a39d0f,site_id->prior-review-exact-production-id+row-name-cites-site-number+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0371,6371,Petro,Petro Waterloo,NY,Waterloo,221,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0372,6372,Petro,Petro Glade Spring,VA,Glade Spring,280,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0376,6376,Petro,Petro Brazil,IN,Brazil,102,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0377,6377,Petro,Petro Carnesville,GA,Carnesville,221,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0378,6378,Petro,Petro Scranton,PA,DuPont,428,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0379,6379,Petro,Petro Greensburg,IN,Greensburg,90,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0382,6382,Petro,Petro Remington,IN,Remington,150,manual-review-merge,safe-enrichment,bd27e9bc-6b14-4810-b20d-26a04702c477,site_id->prior-review-exact-production-id+row-name-cites-site-number+street-number-agrees,"existing row is missing lat, lng; blank-only fill prepared from the official master"
0385,6385,Petro,Petro Deming,NM,Deming,150,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0386,6386,Petro,Petro Colby,KS,Colby,90,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0388,6388,Petro,Petro Napoleon,OH,Napoleon,107,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0389,6389,Petro,Petro Clearwater,MN,Clearwater,200,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
0392,6392,Petro,Petro Wells,NV,Wells,250,net-new,exact-match,"(imported-row: name+state unique, value digest 2ac6c659… proven)",site->import name+state; import CSV proven byte-equivalent to production,imported 2026-07-25 from content-identical official data; production values proven unchanged by digest
